symbol	tier	n_sources	sources	has_strong_assertion	in_mitotic_panel	assertions
KLHL15	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | KLHL15-related intellectual disability ()
KLHL21	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KLHL22	3	1	mitotic_panel	no	yes	tier 3
KLHL34	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KLHL4	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KLK1	3	1	ClinGen	no	no	pulmonary arterial hypertension (Limited)
KLLN	3	1	PanelApp	no	no	Childhood solid tumours (confidence 1)
KMO	3	1	ClinGen	no	no	pellagra (No Known Disease Relationship)
KNSTRN	3	1	mitotic_panel	no	yes	tier 4
KNTC1	3	1	mitotic_panel	no	yes	tier 3
KPNA7	3	2	ClinGen,gene2phenotype	no	no	KPNA7-related Gomez-Lopez-Fernandes syndrome () | epilepsy (Limited)
KRIT1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | KRIT1-related cerebral cavernous malformation ()
KRT74	3	1	gene2phenotype	no	no	KRT74-related hypotrichosis and/or woolly hair ()
LAMA4	3	1	ClinGen	no	no	dilated cardiomyopathy 1JJ (Limited)
LAMB2	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
LAMC3	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LAMC3-related occipital cortical malformations () | complex neurodevelopmental disorder (Disputed)
LAS1L	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | LAS1L-related intellectual disability () | X-linked syndromic intellectual disability (Limited)
LCMT1	3	1	mitotic_panel	no	yes	tier 3
LDB1	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
LEF1	3	1	gene2phenotype	no	no	LEF1-related ectodermal dysplasia and limb malformation ()
LEFTY2	3	2	ClinGen,gene2phenotype	no	no	LEFTY2-related heterotaxy syndrome () | congenital heart disease (Disputed)
LEMD2	3	1	gene2phenotype	no	no	LEMD2-related early progeroid syndrome ()
LEMD3	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LEMD3-related Buschke-Ollendorff syndrome ()
LFNG	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LFNG-related spondylocostal dysostosis ()
LGALSL	3	1	ClinGen	no	no	amyotrophic lateral sclerosis (Limited)
LGI4	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LGI4-related arthrogryposis multiplex congenita ()
LHFPL3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
LHX3	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LHX3-related pituitary hormone deficiency combined ()
LHX4	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LHX4-related combined pituitary hormone deficiency ()
LIMK1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
LIMS2	3	1	ClinGen	no	no	autosomal recessive limb-girdle muscular dystrophy (Disputed)
LINGO1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | LINGO1 related intellectual disability with microcephaly, speech and motor delay ()
LIPN	3	1	gene2phenotype	no	no	LIPN-related ichthyosis, lamellar ()
LIPT2	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | LIPT2-related mitochondrial lipoylation defect associated with severe neonatal encephalopathy () | mitochondrial disease (Limited)
LMAN2L	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
LNPK	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | LNPK-related neurodevelopmental disorder ()
LRIG2	3	1	gene2phenotype	no	no	LRIG2-related urofacial syndrome ()
LRIT3	3	1	gene2phenotype	no	no	LRIT3-related complete congenital stationary night blindness ()
LRP1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
LRP6	3	1	gene2phenotype	no	no	LRP6-related tooth agenesis ()
LRPAP1	3	1	gene2phenotype	no	no	LRPAP1-related myopia, extreme ()
LRRC10	3	1	ClinGen	no	no	dilated cardiomyopathy (No Known Disease Relationship)
LRRC32	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
LRRC45	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | LRRC45-related ciliopathy ()
LRRC8A	3	1	ClinGen	no	no	agammaglobulinemia (Limited)
LRRC8C	3	1	PanelApp	no	no	Intellectual disability (confidence 2) | Severe microcephaly (confidence 2)
LRRK1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
LRWD1	3	1	mitotic_panel	no	yes	tier 4
LSM1	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
LSM11	3	1	gene2phenotype	no	no	LSM11-related Aicardi-Goutieres syndrome ()
LSM7	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
LTBP1	3	1	gene2phenotype	no	no	LTBP1-related cutis laxa and craniosynostosis ()
LTBP3	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | LTBP3-related platyspondyly with amelogenesis imperfecta ()
LYSET	3	1	gene2phenotype	no	no	LYSET-related skeletal dysplasia ()
MACC1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MACROH2A1	3	1	mitotic_panel	no	yes	tier 4
MAD2L1BP	3	1	mitotic_panel	no	yes	tier 3
MAD2L2	3	2	PanelApp,mitotic_panel	no	yes	Fanconi anaemia or Bloom syndrome (confidence 2) | tier 3
MAFB	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MAFB-related Duane retraction syndrome () | MAFB-related multicentric carpotarsal osteolysis syndrome ()
MAGEA11	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGEA5P	3	1	mitotic_panel	no	yes	tier 4
MAGEB1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGEB10	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGEB2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGEC1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGEC3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGED1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGEE2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAGI2	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MAGI2-related early onset epileptic encephalopathy () | epilepsy (Refuted)
MAGIX	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAL	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
MAML2	3	1	ClinGen	no	no	congenital heart disease (No Known Disease Relationship)
MAMLD1	3	1	gene2phenotype	no	no	MAMLD1-related hypospadias ()
MAN2A2	3	2	ClinGen,gene2phenotype	no	no	MAN2A2-related disorder of glycosylation () | congenital disorder of glycosylation (Limited)
MAN2B2	3	1	ClinGen	no	no	MAN2B2 deficiency (Limited)
MAOB	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAP3K1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MAP3K1-related 46XY sex reversal ()
MAP3K15	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAP3K7	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MAP3K7-related frontometaphyseal dysplasia ()
MAP7D3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MAP9	3	1	mitotic_panel	no	yes	tier 4
MAPK10	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | MAPK10-related epileptic encephalopathy, Lennox-Gastaut type ()
MAPT	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MARK4	3	2	gene2phenotype,mitotic_panel	no	yes	MARK4-related neurodevelopmental disorder () | tier 4
MARS1	3	1	ClinGen	no	no	Charcot-Marie-Tooth disease (Limited)
MAST2	3	1	ClinGen	no	no	thrombotic disease (Limited)
MASTL	3	1	ClinGen	no	no	thrombocytopenia (Limited)
MAT2A	3	1	ClinGen	no	no	familial thoracic aortic aneurysm and aortic dissection (Limited)
MATN3	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MATN3-related multiple epiphyseal dysplasia ()
MAU2	3	2	gene2phenotype,mitotic_panel	no	yes	MAU2-related neurodevelopmental disorder () | tier 4
MBNL3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MC2R	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MC2R-related glucocorticoid deficiency ()
MCAT	3	1	ClinGen	no	no	optic atrophy 15 (Limited)
MCM2	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Limited)
MCM7	3	1	PanelApp	no	no	Severe microcephaly (confidence 2)
MCMBP	3	1	mitotic_panel	no	yes	tier 4
MDGA2	3	1	gene2phenotype	no	no	MDGA2-related developmental and epileptic encephalopathy with abnormal cranial MRI ()
ME2	3	1	ClinGen	no	no	epilepsy (Refuted)
MEAF6	3	1	mitotic_panel	no	yes	tier 4
MEIS1	3	1	ClinGen	no	no	thrombocytopenia (Limited)
MEOX1	3	1	gene2phenotype	no	no	MEOX1-related Klippel-Feil anomaly ()
MESD	3	1	gene2phenotype	no	no	MESD-related osteogenesis imperfecta ()
MESP2	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MESP2-related spondylocostal dysostosis ()
METAP1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MFRP	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MFRP-related microphthalmia isolated ()
MGAT5B	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MIB1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MIB1-related developmental disorder () | dilated cardiomyopathy (Limited)
MICU2	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MIEF2	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MIR140	3	2	ClinGen,gene2phenotype	no	no	MIR140-related spondyloepiphyseal dysplasia, Nishimura type () | spondyloepiphyseal dysplasia, nishimura type (Limited)
MIR17HG	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | MIR17HG-related Feingold syndrome () | Severe microcephaly (confidence 2)
MIR184	3	1	gene2phenotype	no	no	MIR184-related keratoconus with cataract (EDICT syndrome) ()
MIS12	3	1	mitotic_panel	no	yes	tier 3
MKI67	3	1	mitotic_panel	no	yes	tier 3
MLH3	3	1	ClinGen	no	no	colorectal cancer, hereditary nonpolyposis, type 7 (Limited) | intestinal polyposis syndrome (Limited)
MMGT1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | MMGT1-related developmental disorder ()
MMP13	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MMP13-related metaphyseal anadysplasia () | MMP13-related spondyloepimetaphyseal dysplasia, Missouri type ()
MMP14	3	1	gene2phenotype	no	no	MMP14-related Winchester syndrome ()
MMP15	3	1	gene2phenotype	no	no	MMP15-related developmental disorder ()
MMP21	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MMP21-related heterotaxy ()
MMS19	3	1	gene2phenotype	no	no	MMS19-related dihydropyrimidine dehydrogenase deficiency ()
MNS1	3	1	ClinGen	no	no	primary ciliary dyskinesia (Disputed)
MNX1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MNX1-related Currarino syndrome ()
MOCS3	3	1	ClinGen	no	no	sulfite oxidase deficiency due to molybdenum cofactor deficiency type B2 (Limited)
MORC4	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MPC2	3	1	gene2phenotype	no	no	MPC2-related metabolic disorder ()
MPDZ	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MPDZ-related nonsyndromic hydrocephalus ()
MPST	3	1	ClinGen	no	no	encephalopathy due to beta-mercaptolactate-cysteine disulfiduria (No Known Disease Relationship)
MRAP	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MRE11	3	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	no	yes	Intellectual disability (confidence 1) | MRE11-related ataxia telangiectasia-like disorder () | Severe microcephaly (confidence 2) | familial ovarian cancer (Refuted) | hereditary breast carcinoma (Refuted) | tier 4
MRPL12	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPL24	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPL38	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPS14	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPS16	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPS23	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPS25	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPS28	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRPS7	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MRTFB	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
MS4A1	3	1	ClinGen	no	no	immunodeficiency, common variable, 5 (Limited)
MSI1	3	1	gene2phenotype	no	no	MSI1-related microcephaly ()
MT-ATP8	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MT-ND4L	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MT-RNR2	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MT-TC	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MT-TQ	3	1	ClinGen	no	no	mitochondrial disease (Limited)
MTBP	3	1	mitotic_panel	no	yes	tier 4
MTCL1	3	1	mitotic_panel	no	yes	tier 4
MTF1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MTF1-related intellectual disability ()
MTMR1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MTMR14	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MTMR8	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MTTP	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MXRA5	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MYBPC1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MYBPC1-related arthrogryposis and myopathy () | MYBPC1-related lethal congenital contracture syndrome ()
MYCBP2	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | MYCBP2-related developmental delay with corpus callosum defects ()
MYF5	3	1	gene2phenotype	no	no	MYF5-related external ophthalmoplegia, rib, and vertebral anomalies ()
MYH3	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MYH3-related distal arthrogryposis () | MYH3-related spondylocarpotarsal synostosis syndrome ()
MYH8	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MYH8-related Carney complex variant () | MYH8-related Trismus-pseudocamptodactyly syndrome ()
MYL1	3	2	ClinGen,gene2phenotype	no	no	MYL1-related myopathy, congenital, with fast-twitch (type II) fiber atrophy () | congenital myopathy (Limited)
MYL11	3	1	gene2phenotype	no	no	MYL11-related arthrogryposis, distal ()
MYLK2	3	1	ClinGen	no	no	hypertrophic cardiomyopathy (Disputed)
MYO1A	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Refuted)
MYO1C	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Disputed)
MYO1D	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MYO1F	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Disputed)
MYO1G	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MYO1H	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
MYO5B	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MYO5B-related microvillus inclusion disease ()
MYO9A	3	1	ClinGen	no	no	arthrogryposis syndrome (Limited)
MYOCD	3	1	gene2phenotype	no	no	MYOCD-related congenital megabladder ()
MYOM1	3	1	ClinGen	no	no	hypertrophic cardiomyopathy (Disputed)
MYOZ2	3	1	ClinGen	no	no	hypertrophic cardiomyopathy (Disputed)
MYT1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | MYT1-related oculo-auriculo-vertebral spectrum (OAVS) (Goldenhar syndrome) ()
MZT1	3	1	mitotic_panel	no	yes	tier 3
NAA50	3	1	mitotic_panel	no	yes	tier 4
NAA60	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NADSYN1	3	1	gene2phenotype	no	no	NADSYN1-related congenital NAD deficiency disorder ()
NAE1	3	1	gene2phenotype	no	no	NAE1-related neurodevelopmental disorder with intellectual disability, ischiopubic hypoplasia, stress-mediated lymphopenia, and neurodegeneration ()
NAT10	3	1	mitotic_panel	no	yes	tier 4
NBAS	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | NBAS-related short stature, optic nerve atrophy, Pelger-Huet anomaly and/or infantile liver failure ()
NCAPG2	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | Khan-Khan-Katsanis syndrome (Limited) | NCAPG2-related severe neurodevelopmental syndrome ()
NCOR1	3	1	gene2phenotype	no	no	NCOR1-related developmental disorder ()
NDC1	3	1	gene2phenotype	no	no	NDC1-related neurodevelopmental disorder with achalasia, polyneuropathy, and alacrima (triple A-like syndrome) ()
NDEL1	3	1	mitotic_panel	no	yes	tier 3
NDN	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NDNF	3	1	gene2phenotype	no	no	NDNF-related congenital hypogonadotrophic hypogonadism ()
NDRG1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NDUFA11	3	2	ClinGen,PanelApp	no	no	Intellectual disability (confidence 1) | mitochondrial disease (Limited)
NDUFAF7	3	1	ClinGen	no	no	mitochondrial disease (Disputed)
NDUFB7	3	2	ClinGen,gene2phenotype	no	no	NDUFB7-related lactic acidosis and hypertrophic cardiomyopathy () | mitochondrial disease (Limited)
NDUFB9	3	1	ClinGen	no	no	mitochondrial disease (Limited)
NEBL	3	1	ClinGen	no	no	dilated cardiomyopathy (Limited)
NECAB2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NECTIN4	3	1	gene2phenotype	no	no	NECTIN4-related ectodermal dysplasia-syndactyly syndrome ()
NEDD1	3	1	mitotic_panel	no	yes	tier 3
NEIL3	3	1	ClinGen	no	no	autoimmune disease (Disputed)
NEK6	3	1	mitotic_panel	no	yes	tier 3
NEK7	3	1	mitotic_panel	no	yes	tier 3
NFAT5	3	1	ClinGen	no	no	immunodeficiency disease (Limited)
NFATC1	3	1	ClinGen	no	no	congenital heart disease (Limited)
NFATC2	3	1	ClinGen	no	no	congenital heart disease (Disputed)
NFE2	3	1	ClinGen	no	no	thrombocytopenia (Limited)
NFE2L2	3	2	ClinGen,gene2phenotype	no	no	NFE2L2-related leukoencephalopathy, immune deficiency and hypohomocysteinaemia () | immunodeficiency, developmental delay, and hypohomocysteinemia (Limited)
NFKBIZ	3	1	ClinGen	no	no	hereditary nonpolyposis colon cancer (Limited)
NHERF1	3	1	PanelApp	no	no	Nephrocalcinosis or nephrolithiasis (confidence 2)
NIN	3	2	PanelApp,mitotic_panel	no	yes	Severe microcephaly (confidence 1) | tier 3
NIPA1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NKX2-6	3	1	ClinGen	no	no	congenital heart disease (Limited)
NKX3-2	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | NKX3-2-related spondylo-megaepiphyseal-metaphyseal dysplasia ()
NKX6-2	3	1	gene2phenotype	no	no	NKX6-2-related progressive spastic ataxia and hypomyelination ()
NLRP3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NME8	3	1	ClinGen	no	no	primary ciliary dyskinesia (Disputed)
NOP10	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Childhood solid tumours (confidence 2) | Childhood solid tumours cancer susceptibility (confidence 2) | NOP10-related dyskeratosis congenita () | pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 9 (Limited)
NOP56	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
NPHS2	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | NPHS2-related nephrotic syndrome ()
NPM1	3	3	ClinGen,gene2phenotype,mitotic_panel	no	yes	NPM1-related dyskeratosis congenita () | bone marrow failure syndrome (Limited) | tier 4
NPPA	3	1	ClinGen	no	no	dilated cardiomyopathy (No Known Disease Relationship)
